,Retweets,Favorites,Followers,ScreenName,Text
3748,4,15,39760,DokunOjomo,Germany Has Relatively Few Deaths From Coronavirus. Why? https://t.co/Jvg1IyhsTG
1397,27,31,39745,grupoelite507,Los abuelitos del Hogar Bolívar requieren de nuestro apoyo para la compra de alimentos e insumos de higiene ante la situación que enfrenta el país por el #COVID19 puedes apoyar a través de la cuenta de ahorros No. 201001940437 de Banco Banesco @Celayda23 https://t.co/dSIRmWEAm3
956,304,624,39679,carolynryan,"“I’m not allowed to talk to you because I’m an employee here,” one student on campus wrote in an email. But, he pleaded, “we need help to go home.” https://t.co/smBwVWVZdN"
2180,10414,24794,39679,carolynryan,I’m in Central Park - they’re building field hospitals for coronavirus patients https://t.co/agpcmVNnXh
475,108,255,39651,pomeranian99,"Why is Germany’s fatality rate for COVID-19 so low?

Some luck played a role, to be sure; and things could yet turn worse. 

But: they started testing and quarantining *early* — note the date here. 

No lies, no avoidance, no worry about the stock market

https://t.co/qRubSbiL2u https://t.co/raEuvWNsqm"
12451,12,52,39635,YossiGestetner,"Hi Brett Embassy Roof McGurk. The US is testing more than any other country; hence more cases are shown here than in any other country. Also, the US has a population a few times the size than many countries on the list. https://t.co/ovY6pwC9CV"
5793,111,431,39635,YossiGestetner,Dr. Fauci said today that #Coronavirus may kill 100K - 200K people in the US. This does not comfort those who are in the hospital or those who lost loved ones from it. It is however about 1.3 million to 1.8 million less than what some people have predicted a mere few weeks ago.
3692,6,7,39580,SaludSPPS,"#QuédateEnCasa y contribuye con la sociedad para evitar más contagios y prevenir enfermar #COVID19
¡Si te cuidas tú, nos cuidamos todas y todos! https://t.co/SXtUzXz3tn"
3002,6,3,39575,hereandnow,"The number of unemployment claims filed last week eclipsed the previous record of 695,000 in 1982.

It is the highest number since the U.S. Labor Department began tracking jobless claims in 1967. https://t.co/zehnsYDyxL"
9597,35,100,39531,WildflowerCases,coronavirus stop ittttttt. like for real STOP
8691,28,42,39523,PonchoMunoz,"Para esto deberían utilizar el TP01 bendito Avión Presidencial...

""Alemania 🇩🇪 presenta un avión que sirve como Unidad de Cuidados Intensivos y que se usa para llevar a los pacientes de #coronavirus desde Italia a hospitales en Alemania, tiene capacidad de 44 camas"" https://t.co/iVAk4JvnSS"
12409,2266,3490,39453,hamemen,ICU飛行機って何だ！ドイツ凄っ！ https://t.co/oXC6kHHSOw
6804,127,690,39344,Trom_Petista,"Uma coisa eu tenho certeza absoluta. Nenhum cidadão no mundo inteiro transmitiu mais o corona vírus do quê Bolsonaro. Cada infectado é um crime de responsabilidade. Quantos irão morrer para esse canalha ser interditado, afastado, impedido de exercer o cargo que ele ocupa."
4154,1110,2553,39323,medickinson,New Zealand early lockdown has to be one of the best in the world. Was just looking for flights &amp; found 1 cargo plane. Then thought I’d look at what the plane travel situation looked like for the country with the highest number of confirmed #COVID-19 cases in the world the USA 😳 https://t.co/MygUFjVcQU
5055,3,95,39306,NataliaAntonova,"This child would like you all to know, and I quote, 

“Just because there’s a coronavirus doesn’t mean we can’t cook tasty food.” 

Smells amazing right now. Thank you, child. 

What are you guys up to? https://t.co/JhXjjbXA50"
1925,5,23,39297,JeromeTaylor,"In contrast: Taiwan activated its epidemic control centre before Wuhan was even locked down. 

South Korea ordered manufacturers to create a test on Jan 21 and had the first viable one a week later."
1848,18,41,39297,JeromeTaylor,"Looks like UK govt ministers are briefing friendly media that China is being seen as the main culprit for #coronavirus.

Could have major impact on future relations.

However UK govt is also keen to shift blame away from its own tardy response to crisis.

https://t.co/hM4Tcah6jZ"
2761,11,18,39289,RandyAlonsoFalc,Emociones y honduras. Mi homenaje a los que están en la primera trinchera del combate a la #COVID19 #VALIENTES #CubaSalva https://t.co/nEepKPDDFo
7279,15,36,39289,intriper,Docentes y estudiantes de una universidad argentina imprimen máscaras para que los médicos se protejan del coronavirus 🤓🇦🇷  https://t.co/184Bd5AyJ4 https://t.co/55X3VvMC16
8854,1,0,39273,NxVenezuela,Argentina: Realidades paralelas sobre la pandemia coronavirus – Covid19 https://t.co/SfS6JEEXSG https://t.co/6OquBVBghX
5178,2,0,39273,NxVenezuela,Reportan muerte de taxista de Antímano por covid-19 https://t.co/yOHZ87bJdx https://t.co/eEI17LhJOy
12066,67,168,39261,idoloTV,"¡NO SEAS PELOTUDO! 😤😤

🔥DAMIÁN DÍAZ PERDIÓ LA PACIENCIA Y ASÍ REACCIONÓ CON LA GENTE QUE NO TOMA CONCIENCIA ANTE LA TERRIBLE SITUACIÓN QUE VIVIMOS POR EL COVID-19.🔥 https://t.co/rYY7iL2u60"
3485,902,1902,39225,AliWatkins,"For the last week I've had dozens of conversations with medics across the city. They've called, anguished, sometimes crying, overwhelmed and haunted by Covid patients they left behind or couldn't save. ""I'm terrified...I don't know if I'm going to survive"" https://t.co/598ZmNU2n5"
4611,28396,81194,39215,LucieBacon,Il y a eu du retard sur les mesures de confinement https://t.co/4xBQZmrrw1
10922,8,35,39167,ericuman,"What's happening in U.S. right now is a massive collective action problem

If each state acts in its own *rational* interest--competing to get supplies--then we are all screwed

It would be individually rational. And collectively crazy.

Hence fed govt

https://t.co/jkY7Lq1pDH"
6639,125,171,39167,ericuman,"The govt gave a small firm a contract to design cheap easy-to-use ventilators, for nightmares like this one

The firm nailed it

""I got all excited” sez @DrTomFrieden

And then..

A conglomerate that makes $ vents bought the firm &amp; *killed the project*

https://t.co/RIfNRVWp7K https://t.co/bafmELz421"
3495,53,106,39075,WilliamYang120,"1. The patient was put into one of the ""Chinese Medicine"" Square Cabin Hospital, and he said the #CCP basically forced all patients to undergo Chinese medicine treatment without any scientific theory to confirm that these treatments actually can work for #COVID19 patients."
12789,198,405,39064,jtgazmuri,"Muchas industrias están cambiando su producción por la pandemia: marcas de ropa hacen mascarillas, industrias fabrican ventiladores y test para coronavirus, licoreras que producen alcohol gel...

La rápida, descoordinada pero impresionantemente eficiente respuesta del capitalismo"
7613,61,113,39031,connie_walker,"“Our elders are our wisdom holders; they’re our last connection with the generation before them,” Pfeiffer said. 

That’s what the coronavirus threatens to take from Indian Country—not just our dollars, but our history, our legacy, and our family. https://t.co/LyUYWZCoy8"
5772,30,72,39003,camilin86,Eso es estar protegido. https://t.co/wp826Acjms
4588,56056,339346,38963,benFranklin2018,People are complaining about another 30 days of lockdown as if it it's not gonna be 90+ days
9631,3275,20269,38963,benFranklin2018,"As I've been saying since Feb, the government decided to just let this hit us. They knew since January it was a pandemic, they sold their stocks, we didn't find out until March. This crisis has laid bare how rotten our entire society is, and as soon as this is over we need change"
7666,33,52,38950,YoMatias131,Coronavirus: un médico llegó a su casa y rompió en llanto al negarle un abrazo a su hijo - Radio Mitre https://t.co/A1pQy251E2
331,23840,74292,38914,problemchild911,Another 30 still ain't gon mean Shit if they don't enforce a REAL lockdown in all cities
10377,1407,3752,38896,hasmibakhtiar,"Di Amerika, Trump mulai dihujat bahkan dimaki karena terlambat mengantisipasi Covid19. Johnson di Inggris juga mendapat perlakuan yang sama dari rakyatnya, bahkan Macron di Perancis. Cuma di Indo masih banyak yang memilih menjilat penguasa. Entah demi apa."
7037,38,159,38850,saudepoa,#Transparência Sobe para 144 o número de casos confirmados de #coronavirus em Porto Alegre. São 11 novos casos confirmados neste domingo. Outros 63 casos seguem sendo investigados. Boletim Informativo completo está disponível em https://t.co/dAsaTI4Jsa https://t.co/DM0xGtSY0V
7525,19,46,38815,FutureDocs,"Hi @Twitter pls verify #womeninID #IDtwitter with actual medical expertise on #COVID19, and are working 24/7 to lead our hospitals, clinics &amp; communities response efforts!  @WIMSummit @emilymicheleL @AllisonBartlet1 @JenCPisano @shurtadobares @KellyCawcuttMD @DrJRMarcelin https://t.co/aer7t71OLm"
8347,24,81,38740,tonyashai,"This is exactly what @ImranKhanPTI has been saying that Hunger will kill poor because of Lockdown. It needs to be supported with food drive, cash in the hands of people and other such programs but Lockdown is a Must. https://t.co/QjI7rMY8gz"
4060,71,133,38709,drdave1999,"Because restaurants are closed, &amp; there are fewer food scraps for them to feed on, hungry rats are scurrying around the streets of New Orleans.

With GOP Senators currently at home, the same effect is expected to occur shortly in Washington.
https://t.co/ks4h9IjfGB"
8789,82,280,38700,BilgeEbiri,DO IT. Sue them for everything they’ve got. The Murdochs shouldn’t be able to put on underwear without going into debt. https://t.co/RFvFae2ony
7731,1166,3481,38697,elnocturno,El presidente de Ghana da más confianza que López. https://t.co/G7WFiEaDwt
3558,624,636,38663,08181,En un estado de alarma y con vidas en riesgo hay gente invirtiendo dinero para meter miedo. https://t.co/TAMre3WoXX
119,1051,1577,38647,Haggis_UK,"#Marr - Why did the UK not take part in the EU ventilator procurement scheme? 

Michael Gove - We can do this ourselves as an independent nation.. 

#Ridge #coronavirus https://t.co/tmrmZUz81c"
13031,461,2258,38645,GidMK,"6 months ago: 1 epidemiologist per 100,000 population

Today: 100,000 epidemiologists per 100,000 population #epitwitter"
7591,425,1513,38628,katestarbird,Interesting. Seems some folks  used to spreading disinfo without fear of suspension are struggling with the new COVID-19 policies. Another view: Twitter is able to do with COVID misinfo/disinfo what it was unable or unwilling to do with previous political disinfo. https://t.co/XAJ4SOiGFq
6844,38,40,38584,ConsEspCaracas,"ℹSi presentas síntomas de #coronavirus #Covid19, el teléfono de la Dirección de Vigilancia Epidemiológica es 📱*0800COVID19 (📱08002684319). Nuestras líneas de emergencia consular (NO brindan atención médica de urgencia):
📱0424-2090264 
📱0424-2515020"
3139,6,57,38571,Paleosismolog,"Ülkemizde son 19 günü esas aldığımızda #Covid19 ortalama günlük vaka sayısı artışı = % 28

Neden evde kalmamız gerekiyor?
Neden çok sıkı önlemler almamız gerekiyor?
İki grafikle açıklamaya çalışayım.
Tabiki ikinci grafik bir varsayım / öngörü..
Öyle olacak diye de bir iddiam yok https://t.co/XJG6lLAjVg"
10295,25,53,38518,India_Resists,"Never forget, the same BJP and  its bhakts who now think poor must bear the brunt of Modi's charade of a tough policy on covid, justify releasing dreaded terrorists in Kandahar for saving lives of rich Indians."
5674,28,237,38514,Drmike_adenuga,Corona virus has killed thousands of people  but It won’t come near you and your family🙏.claim it
12809,19,50,38477,emediasn,"AFFAIRE AMADOU SAMBA : L’ORDRE DES MÉDECINS DU SÉNÉGAL PORTE PLAINTE
https://t.co/Jja6oZAGSw
#Kebetu #Senegal #emedia #iradio #ITV #Coronavirus #COVID19sn https://t.co/WdsbwPf1SO"
6030,1,0,38465,mimorelia,Elton John junto a Billie Eilish y Lady Gaga darán concierto virtual por Covid-19 https://t.co/icIyf1kiyq
4201,37,50,38442,fernandobalda,"*Lista actualizada*
Se unieron más 
*MÉDICOS SOLIDARIOS*
Asistencia médica gratuita vía telefónica para quienes presenten síntomas de posible coronavirus. Puedes llamar de cualquier parte del país: https://t.co/EylhkhcQaF"
11343,35,84,38423,OHDems,".@SenSherrodBrown: ""The most important thing we can do to support Ohio workers and sustain our economy is to stop the spread of the coronavirus and save lives.""

https://t.co/GCz30ncoz7"
11878,702,1138,38391,Yo_Soy_Asin,"ÚLTIMA HORA 

'The New York Times' pone a Aznar como ejemplo de irresponsabilidad con el coronavirus https://t.co/QrRCCJxVHa"
11593,675,1417,38379,RadioSavana,"#CatenoDeLuca scrive a #Conte: ""Metta in circolazione i 100 miliardi bloccati dai vincoli di bilancio del patto di stabilità. Io vengo e conquisto #Roma con tutto l'esercito del Sud, tutti i Nostri fratelli devono essere aiutati: Nord, Centro e Sud!"" #RadioSavana #CoronaVirus https://t.co/5ItrWhGEcO"
12598,746,1193,38379,RadioSavana,"#Spagna, il grido di dolore di una pensionata: ""Stiamo morendo e non c'è posto in ospedale. Aiutateci vi prego."" Questi sono risultati dei parametri #Ue da rispettare. Tutto ciò è bestiale. Vicinanza agli amici spagnoli 🇪🇦🇮🇹. #RadioSavana #CiSalviamoDaSoli #CoronaVirus #Covid19 https://t.co/TSAvpsbstb"
4221,376,689,38379,RadioSavana,"#LucioPompili, grande Maestro della ristorazione italiana: ""Grazie #Conte per averci dato 6 euro per non morire di fame. Lei può uccidere l'Italia ma non gli italiani, non ucciderà l'identità e non ucciderà la Nostra dignità."" #RadioSavana #CiSalviamoDaSoli #CoronaVirus #Covid19 https://t.co/GwXQ9TNozT"
5200,834,1385,38379,RadioSavana,"Appello degli ufficiali della Costa Diadema: ""Non ci viene dato un porto dove attraccare in Italia."" Per le #risorseINPS clandestini i porti sono sempre aperti anche con la pandemia mentre per i marinai italiani sono chiusi! Assurdo. Governo di incapaci. #RadioSavana #CoronaVirus https://t.co/H6fvPeeCRw"
2619,439,708,38281,TOILucknow,Lucknow: The employees association of 108 Ambulance Services on Sunday threatened to abtstain from work from March 31 if its demands to provide protection gears against coronavirus infection and payment of two months salary are not met by then.
5861,1,5,38274,revistaclimax,"Las provisiones para alimentar a los animales alcanzarán hasta abril. Los zoológicos de #Colombia, el segundo país más biodiverso del mundo, sufren por el cierre obligado como consecuencia de la pandemia de coronavirus https://t.co/YFR82YH5n5"
10884,830,902,38266,MAGA2ARIGHTS,"Let’s free pedophiles while I hide ventilators. 

These bastards will rot in hell.  

https://t.co/h5KsjgVPct"
7316,12,12,38238,QuentinDempster,How will the coronavirus end? Here’s what stopped other pandemics | The New Daily https://t.co/QYQvSXF0AB
10796,1,3,38231,JusttNic,Clearly having wayyyy too much fun with myself...I need a new @tiktok_us dance challenge.. LMK! @ Stay at Home and Keep Positive https://t.co/Qd3DzSrMS4
5126,17,26,38197,Carnage4Life,"Everything that seemed paranoid weeks ago (e.g. long lines outside gun stores) seems like common sense now. 

What happens when we hit the inflection point of months of mass unemployment &amp; a depleted police force due to illness? https://t.co/hUwd6TWso2"
5005,50,74,38191,blockfmjp,"Spotify、音楽業界支援を目的にした「COVID-19 MUSIC RELIEF」プロジェクトを始動! 1000万ドル規模の寄付を始め、総力をあげて新型コロナウイルス禍に直面している音楽業界を支援する。

https://t.co/KO7GeEyxI7 https://t.co/e8qR6mzLrH"
507,146,403,38180,leosarro,"En Instituto Pasteur Montevideo están secuenciando primeros genomas completos SARS_COV_2 de 10 pacientes Covid_19 en Uruguay. Esto permitirá saber de dónde provienen cepas que ingresaron a Uruguay, cuándo llegaron y  si hay diferentes variantes del coronavirus en UY , entre otras https://t.co/yN7zNI4ZJI"
9733,218,374,38169,GovCTW,"I don’t think we can remind people enough of this.
https://t.co/aXDapG9yON
#trump #Covid_19"
10261,18,24,38161,thebiyitudors,Access Bank in 2months time https://t.co/zrbZ5CRNSA https://t.co/VgJYK8hL0q
5446,173,508,38113,salvajedigital,Las AFP siempre juegan con el miedo. Dijeron que colapsarían si los +55 años sacaban el 95.5% de sus fondos. NO PASÓ NADA. #SueltaMiPlataMalditaAFP https://t.co/L8dxNMhP66
10572,475,1400,38092,MaleTalentRoom,How straight guys spend their time during quarantine #Coronavirus https://t.co/pM6UoDMy8I
11736,12925,9919,38060,fatinnoraishah,"Ya allah ampunilah kami serta angkat dan hapuskanlah corona virus dari dunia ini supaya seluruh umat islam dpt menjalani ibadah puasa dan hari raya dgn tenang, gembira dan bahagia di samping keluarga tercinta seperti sebelumnya🤲🏼"
2461,4,10,38011,Halsrethink,"Typo here: April 30, not 20 https://t.co/TJ2ZyAAnwb"
5670,5,4,37980,YarKafanchan,"Please guys, call on @tundefashola to address the issue of housing in this crisis. It is imperative.

Fashola, you have to speak on house rent and people who may be kicked out at this time.

You have to say something on housing. #COVID19"
4797,214,705,37938,iRupND,"Swami Narayan Swamis packing Vegetables 🙏🙏 
#lockdown https://t.co/mSGq7djXbh"
10333,1284,1715,37921,BoycottUtah,"It is Sunday, March 29, 2020. One citizen, I call for the removal from office by any legal means, the impeached fascist Donald J Trump as President of the United States. Please RT fellow citizens and pass it on. #Resist #TheResistance @realDonaldTrump #TrumpPandemic"
1540,154,189,37875,AmmarShata,"رابع اهم درس من وباء #كرونا، ان حكومة المملكة العربية #السعودية قد نجحت فعليا على تطوير أداءها للأفضل..واستطاعت في وقت وجيز من تغيير ثقافة جهاز الدولة من العمل وفق ردة الفعل ""reactive"" الى التعامل مع الازمات والمواقف وفق اجراءات  استباقية ""proactive"" منظمة ومدروسة.👌
#Coronavirus"
2142,15,10,37845,PanaCimarron,#30Mar Una palabra de solidaridad a todas las Familias que el Covid19 ha separado alrededor del mundo. Cuanta angustia...pero en la fortaleza esta la Victoria. #Venceremos. #SomosMasFuertesQueUnMalditoVirus. y pronto saldremos de esta.
3846,55,113,37802,Matthew_4_Trump,"If Donald Trump is NOT re-elected.

And if Joe Biden were to win.

China will NEVER pay for what they did.

Trump MUST be re-elected in November.

This is our Patriotic duty.

🇺🇸"
6954,220,710,37798,RespectIsVital,"You know the media is broken and soulless when they start pushing the; ""they were going to die anyway"" line about elderly victims of Coronavirus."
2523,74,99,37790,hourlykjm,"🔒 SELF-PORTRAIT LOCKDOWN 🔒

#SUHO  #수호  #Self_Portrait  #자화상  #사랑하자  @weareoneEXO

https://t.co/VRTOQ9iar7"
1776,682,532,37769,Verda_Hanzade_,"Şakran Cezaevi 
Doktor, Corona servisinde yatıyor, test sonucu bekleniyor.

Tarsus T3 Cezaevi 
Bir tutuklu bugün ailesini arayıp 
“Dün yapılan testim pozitif (+) çıktı, tek başıma bir odada hastaneye sevk için bekletiliyorum""

Daha neyi bekliyorsunuz..?
ZamanDaralıyor AcilTahliye"
4105,56,169,37747,PapiSergito,El COVID-19 esperando que salgas https://t.co/slNOTe8V4K
9489,27,268,37700,fernando_g_f_,"@CarlaZambelli38 @JanainaDoBrasil Como é que é? Vc cumpre o seu papel de manter o governo em pé..mais ele já não está de pé?

''As políticas do As políticas do Corona estão nas mãos dos ministros''

Vc está querendo dizer que o Bolsonaro não está se dedicando tão bem quanto poderia?"
10358,753,5552,37671,johnpaulwhite,"Please take a moment and pray for my friend and hero, @JohnPrineMusic. This world desperately needs him around as long as possible. Side note: F you, Coronavirus. https://t.co/R9vLVk88Pm"
4191,74,128,37614,submedia,"Reach out to your neighbours. Build defense groups. Identify local pressure points. Be creative. Prepare to stop evictions. On April 1st, keep your rent. And tell your neighbours to keep theirs too. 

#KeepYourRent #Covid_19 #RentStrike2020 #coronavirus https://t.co/EmAhrRuSQK"
8131,23,487,37612,mako77_77,"#30日後に尻が上がるおれ
10日目

部活動してる人
プレイしてる自分を動画で撮って、客観的に見るの凄くタメになるよ
実際大学時代よくやってた

#家で一緒にやってみよう #お家生活 
#StayHome #WithMe https://t.co/kEKJGFMg5K"
2769,5,9,37609,gabrielbauducco,"993 confirmados
2564 sospechosos
20 fallecidos

#ConferenciaDePrensa: #Coronavirus #COVID19 #QuédateEnCasaYa #COVID19mexico"
8688,21,22,37561,OntarioGreens,"People's earnings have disappeared. 

But rent is due April 1.

Tenants + small landlords need help. 

Ask the Premier for Emergency Rent Relief. 

https://t.co/0q7AKFIvhK

#onpoli #onhousing #COVID19 #COVID19Ontario #RentReliefNow"
9019,468,1214,37543,gottaccabeyo,A ANAHI CANTANDO SALVAME EM PLENO 2020 ACABOU PRA VOCÊ CORONA VÍRUS AJAHAJAOAMANAJSSVSH https://t.co/CJrulZZCs9
4390,9981,393,37511,doctarm,"ถ้าคุณคิดว่าโลกปี 2020 3 เดือนที่ผ่านมามันแย่มากๆแล้ว คุณอาจจะคิดผิด เพราะมันยังแย่ได้มากกว่าที่คิด 

รมต.เศรษฐกิจเยอรมันฆ่าตัวตาย เพราะกังวลผลของ Coronavirus .......... https://t.co/Xw0LOu9h0H"
12942,10335,633,37511,doctarm,"ครบ 20วัน ที่ทรัมป์บอกว่า Coronavirus ไม่น่ากลัว เพิ่งมีแค่ 546เคส คนตาย 22 คนเอง common flu ยังมีคนตายเยอะกว่า ผ่านมา 3อาทิตย์ ผู้ติดเชื้อ 124,534คน เสียชีวิต 2,189คน จากความไม่ตื่นตัวของผู้นำ กลายเป็นฝันร้ายของคนอเมริกันสุดๆ สาธารณสุขล่มสลายไปแล้ว เศรษฐกิจกำลังจะพังตามมา https://t.co/AtSJTs3rX2"
2361,19684,1693,37500,doctarm,เริ่มสงสัยว่าที่ยอด covid ขึ้นวันละ 100 แบบนี้เป็นเพราะ lab ที่ตรวจมันลิมิตรึเปล่า ยังมียอดตกค้างที่ผลยังไม่ออกอีกไหม รึควรจะ shift to CT scan แบบจีนตอนเค้ายอดเยอะๆ ตรวจไม่ทัน
2272,116,394,37491,cd_hooks,this is one of the most damning things i've ever read https://t.co/oo3Il0xMts
12996,141,341,37468,Chefcarolinavi1,"Bom domingo xovens amados!
Quem mandou matar @jairbolsonaro?
Vamos de novo de esperança!
Queria deixar aqui que o número de pessoas que foram infectadas curadas é muito maior que de mortos!
Não acredite na mídia, eles querem o caos para tomar o poder! 

https://t.co/qiDZEQHthL"
2037,43,407,37467,superstarhoshi,"Mali ako ng basa,,,,,,,,,,,,, :-( https://t.co/P0pqy62XUp"
12078,22,61,37453,InactionNever,"Our healthcare workers are DYING while treating US during this pandemic and the President of the United States is insinuating that they are stealing masks. 

God help us! https://t.co/DPFuXTsWoa"
11157,62649,150349,37450,InactionNever,"This gives you an idea of how many layers of protection doctors need to keep themselves safe everyday from the Coronavirus.

 https://t.co/13wG5k4rO1"
4354,1068,2156,37432,CarlitoS_lim,"#LopezYaNoGobierna
La fase 4 entrará directo con los planes Marina y DNIII porque por órdenes internacionales, presuntamente #ElCacas ya no manda, lo dejaron de figura decorativa por mentir sobre el COVID19 y la OMS dará recursos directo a los gobernadores, a SEDENA Y SEMAR. https://t.co/lQRLTwbSCA"
4453,91,226,37368,BRRN_Fed,We've received a number of questions around how would an anarchist society respond to a pandemic situation like we are seeing with #coronavirus. So we created a thread with some quick points and resources. (1/9) https://t.co/MnPMG37gbQ
438,12,66,37358,NYCFireWire,https://t.co/WkwKZQ7sAh
5022,370,1165,37274,thrasherxy,This is bad. It’s a shame that our country can’t imagine how to address health without carceral punishment. https://t.co/XTjMcsrrlH
2646,28,153,37269,Mleitaonetto,Doctor Working With Amazon Tribe Tests Positive for Coronavirus; a triste história dos indígenas Tikunas que podem ter sido infectados pelo coronavírus foi parar no @nytimes - eu e o @g1 citados por revelar a informação. https://t.co/WPJtkG1XoH
10085,1481,1977,37175,ayrahsxxii,"COVID FREE ON APRIL PLEASE 

COVID FREE ON APRIL PLEASE

COVID FREE ON APRIL PLEASE

COVID FREE ON APRIL PLEASE

COVID FREE ON APRIL PLEASE

COVID FREE ON APRIL PLEASE

COVID FREE ON APRIL PLEASE"
12792,29,44,37162,BLUCaribe,Confirman que menor de dos años es el primer caso de coronavirus en Barranquilla → https://t.co/7qtF1PhkZP #VocesySonidos https://t.co/ZvT5nEzuWb
10578,235,2214,37154,Neoavatara,He really is the dumbest Nobel Laureate on the planet. https://t.co/aEs3wffxjY
9936,70,247,37154,Neoavatara,"""A resident of Hubei province...said most people there now believe more than 40k people died in the city before and during the lockdown.

""Maybe authorities are gradually releasing real figures...so that people will gradually come to accept the reality."""
7371,9,12,37144,NACCHOAustralia,"Aboriginal Health and #CoronaVirus News Alert No 23 March 30 #KeepOurMobSafe #StopTheSpreadCoronaVirus 

 Life in the time of coronavirus can be confusing — mixed messages from state and federal leaders : 75 common questions answered 

https://t.co/x1GBqs3i63 https://t.co/xGqCJmXgSP"
807,415,919,37137,wesbury,"Novartis CEO ""Pre-clinical studies in animals as well as the first data from clinical studies show that hydroxychloroquine kills the coronavirus,"" https://t.co/occjbemrFt"
10158,102,197,37119,LasampaoliTW,ME ABUUUUUURRROOOOO!! CORONAVIRUS LA RE CONCHA DE TU MAAAADREEEE
6350,1,2,37110,Only_rock_radio,"#SocialDistancing #CoronaLockdown #Coronavirus #COVID19 #StayAtHomeAndStaySafe On https://t.co/pyHWGqFA4R Listen great artists: Maybe It's Time by White Noise Owl @whitenoiseowl via @curtaincallgrp Don't forget, click the link https://t.co/CnNg5Lvd7i https://t.co/0P18ALJHCz"
10364,1151,2315,37100,RealWaqarMaliks,مریم اورنگزیب نے ووہان چائنہ کے ہسپتال کی تصویر کو شہباز شریف کا بنایا ہوا ہسپتال قرار دے دیا۔۔😂😂😂 https://t.co/KO0LqW4ShY
1736,4,12,37092,okdobleamarilla,"👏 Diego Maradona apoyó la campaña de la Fundación Hospital Posadas y le pidió a la gente que se acerque a donar sangre a través de Instagram. También felicitó a los que luchan contra el #Coronavirus: ""Va mi aplauso para todos los que le ponen el cuerpo a este virus de mierda"". https://t.co/0N9B6Vl7og"
3029,889,1484,37055,RonnyAleagaS,Señores de: @eluniversocom. Su titular es tendencioso. He pedido declaratoria del estado de emergencia penitenciaria por HUMANIDAD y la sustitución de la prisión a quienes cumplan los parámetros detallados en el documento. ¿Quieren más información? ¡Estoy a las órdenes! https://t.co/uDm31oHX8T
346,7,47,37048,FaeEllington,"At 6:30 on Profile this evening, March 29, a story of courage, determination and sticktuitiveness. Nutritionist and physician, Dr. Tameka Stephenson Harris shares her story.
Recorded before #COVID19 &amp; social distancing requirement.
#TVJPROFILE 
@televisionjam
@pteka
@HalsallDoug https://t.co/jcEZgMzvE6"
12506,3,1,37007,napolimagazine,"Coronavirus, l'esercizio per i polmoni da fare in casa: la spiegazione del medico rianimatore https://t.co/eiCgrvoyCt"
759,1157,3568,37002,ChrisStigall,We literally know.  January.  When he created Chinese travel restrictions and you people called him racist. https://t.co/7dGIDugv3z
6950,362,392,36970,jylgallou,"#Coronavirus : les hôpitaux privés demandent à être réquisitionnés : si c’est exact c’est étrange, le gouvernement organise des transferts de malades spectacles entre l’Est et le Sud alors qu’il y a des lits privés inoccupés dans l’Est https://t.co/3u5LwZe41E"
12185,38,80,36961,shossy2,"I'm a lifelong Dem but I had mad respect for Bush during &amp; after 9/11. 
He showed true leadership &amp; gave our country hope.
Well #COVID19 is tRump's 9/11 &amp; he has failed miserably. 
This will be his downfall
His presidency is officially over 
#TrumpLiesPeopleDie 
#COVIDIDIOT45 https://t.co/Blnrv3jwxG"
3723,2460,6759,36889,OtroWeasley,"Todo esto del coronavirus se está convirtiendo en la trama de Harry Potter y la cámara secreta. Los deportes cancelados, no hay clases, no se puede salir... Está al caer que aparezca una pintada diciendo ""Enemigos del heredero, temed""."
10851,35,36,36887,MFWitches,Interested in who has a backyard to use during these #StayHome times and who doesn’t. By “backyard” I mean any private outdoor space where you can get air and sunshine (and which would normally have lawn or paving and/or some type of plants) but not just a balcony space.
11470,708,818,36848,jmlopezzafra,"Estimaciones de entre 42.000 y 45.000 fallecimientos en Wuhan, algo por encima de los 3.000 y pico oficiales.
China mintiendo. Nopueser.🦠 https://t.co/lWq4MPcBmj"
2693,8,12,36741,NewsThaivisa,COVID-19: Immigration proposes extending visas for people stranded in Thailand to 30 June 2020 https://t.co/JqNvOTEFDF #thailand #coronavirus #covid19 https://t.co/e3OrAOkvjp
3797,106,128,36740,LaPlataMLP,#Coronavirus: Números oficiales en La Plata al día de hoy. https://t.co/SRIjWFOPyk
7692,8,13,36727,TTrumpSJapan,"influenza drug #Avigan to be launched in new #coronavirus 
https://t.co/siN95aZIzH

#WWG1WGA #WWG1WGAWORLDWIDE #Qanon #QAnons #QanonPosts #DonaldTrump #QArmy #Q #MakeAmericaGreatAgain #DrainingTheSwamp
#realDonaldTrump https://t.co/pZzu4ZeC8y"
591,964,3119,36725,SarahBCalif,"I refuse to watch the bloated Orange Asshat attack and bully reporters as he lies to Americans

Trump is a moron, a thug &amp; a disgrace. He is dangerous!

These press conferences should not be aired

I will get my COVID updates from Govs Cuomo &amp; Newsom
#BoycottTrumpPressConferences"
7568,1804,2215,36706,UlycesEditions,Le roi de Thaï­lande se confine avec un harem de 20 femmes dans un hôtel de luxe #confinement #coronavirus https://t.co/zHoybls0sl https://t.co/jk1g1S4kjA
8403,5,56,36692,virginiawillis,Even my morning spam emails are now about Covid-19 - thermometers and masks. I miss my Nigerian prince.
