,Retweets,Favorites,Followers,ScreenName,Text
6526,878,102,267962,Mippcivzla,#NotiMippCI 📰🗞| 45% de contagiados por COVID-19 en Venezuela presentan síntomas. Lea más ⏩ https://t.co/zj2pov0GMS #CuídateDeLaCovid19 https://t.co/3woSbfrg3N
7011,1157,116,267962,Mippcivzla,#NotiMippCI 📰🗞| Caracas incrementó a 3.085 el índice de casos activos de COVID-19. Lea más ⏩ https://t.co/PGmiDrK74P #CuídateDeLaCovid19 https://t.co/88RASR3hSx
6354,1243,119,267962,Mippcivzla,"🗣️¡𝐄𝐒 𝐂𝐎𝐍𝐓𝐈𝐆𝐎! ✍️🇻🇪 
La salud es primero y por eso debemos intensificar las medidas de prevención y acatar el llamado a la conciencia para controlar la propagación del coronavirus. 
#CuídateDeLaCovid19 https://t.co/yZQIguGbXv"
6363,1461,145,267962,Mippcivzla,"📌 𝙄𝙣𝙛𝙤́𝙧𝙢𝙖𝙩𝙚 🧬 

Reduce el riesgo de infección del Coronavirus (Covid-19) con las siguientes medidas  al ir en un vehículo particular o asignado #CuídateDeLaCovid19 https://t.co/PjzOEzzeHk"
6979,3709,1568,267962,Mippcivzla,"#29Mar🇻🇪📢 ¡ETIQUETA DEL DÍA! ⏩ 
#CuídateDeLaCovid19

Ante sospechas de Covid19, acude al médico. Cumple con las medidas de bioseguridad para la preservación de tu vida y de los demás. Toma en cuenta el nuevo método 7+14 contra el virus.  

Sabemos cómo hacerlo.
Cuidémonos. https://t.co/icUJaf3tdY"
6506,1020,96,267962,Mippcivzla,#NotiMippCI 📰🗞| COVID-19 causó contracción de 7.7% del PIB en Latinoamérica y El Caribe en el 2020. Lea más ⏩ https://t.co/JHOAgBjCcF #CuídateDeLaCovid19 https://t.co/JnzWtZ8E32
7300,1371,128,267962,Mippcivzla,"🗣️¡𝐄𝐒 𝐂𝐎𝐍𝐓𝐈𝐆𝐎! ✍️🇻🇪
El #EscuadrónSaludable te invita a disfrutar de su nuevo capítulo. Sigue en IG: @escuadronsaludable. Disfruta y comparte. La variante brasileña COVID19 no es un juego.#CuídateDeLaCovid19 https://t.co/03eCGkjHAB"
6352,1411,149,267962,Mippcivzla,#NotiMippCI 📰🗞| Petróleo por vacunas para inmunización al 100% contra la COVID-19 aprobó Maduro. Lea más ⏩ https://t.co/m1J5slA69r #CuídateDeLaCovid19 https://t.co/bHUjGVMdZ4
7253,1605,140,267962,Mippcivzla,"🗣️ ¡𝐓𝐨𝐦𝐚 𝐍𝐨𝐭𝐚!✍️🇻🇪 
En la batalla por la salud y la vida en contra del Covid-19 por tu salud y la de los tuyos ten en cuenta la siguiente recomendación;  
 Usar mascarilla
Usar Guantes
#CuídateDeLaCovid19 https://t.co/Gjns0ouFkV"
5178,749,78,267961,Mippcivzla,"📌 𝙄𝙣𝙛𝙤́𝙧𝙢𝙖𝙩𝙚 🧬 
La nueva variante P.1 posee alteraciones que le permiten entrar con facilidad a las células humanas y tiene mayor poder de transmisibilidad. Por eso te alertamos para que estés atento a cualquier síntoma de Covid-19 y a cuidarte.  #CuídateDeLaCovid19 https://t.co/t9z2M8UJGW"
4770,820,106,267961,Mippcivzla,#NotiMippCI 📰🗞| Gobierno Bolivariano adecúa infraestructura en centros de salud para atención del COVID-19 . Lea más ⏩ https://t.co/YjopMzgRfu #CuídateDeLaCovid19 https://t.co/0Qbz1HmkmQ
3269,502,62,267960,Mippcivzla,#PublicacionesMippCI 📚 | Coronavirus. COVID-19. Descargue aquí 📥  https://t.co/QYkAYiq2f3 https://t.co/kpHGllFiCb
2866,881,93,267960,Mippcivzla,#NotiMippCI 📰🗞| 45% de contagiados por COVID-19 en Venezuela presentan síntomas. Lea más ⏩ https://t.co/zj2pov0GMS #CuídateDeLaCovid19 https://t.co/lsp69tk2pR
3458,510,55,267960,Mippcivzla,#PublicacionesMippCI 📚 | The Coronavirus prevention. Descargue aquí 📥  https://t.co/lewzM4v9cj https://t.co/QRDDsNJGSJ
3374,683,90,267960,Mippcivzla,"🗣️ ¡𝐓𝐎𝐌𝐀 𝐏𝐑𝐄𝐂𝐀𝐔𝐂𝐈𝐎́𝐍!✍️🇻🇪
 Es importante tener en cuenta las medidas de prevención del coronavirus. No podemos bajar la guardia, recuerda que es por tu salud y la de los tuyos #CuidémonosEnFamilia https://t.co/mXyJ9Fw4RE"
3106,869,97,267960,Mippcivzla,"📌𝙄𝙣𝙛𝙤́𝙧𝙢𝙖𝙩𝙚 🧬 
El Covid-19 circulante en Venezuela ataca el sistema respiratorio y degenera la salud, por eso no debemos relajar las medidas de bioseguridad ya que las variantes brasileras P1 y P2 son 2 veces más contagiosas y letales. #CuídateDeLaCovid19 https://t.co/SIfC4LHza7"
1218,3461,1363,267959,Mippcivzla,"#28Mar 🇻🇪📢 ¡ETIQUETA DEL DÍA! ▶️ 
#CuidémonosEnFamilia

Evitar la propagación de la Covid19 es tarea de todos y todas. Cumpliendo las normas de bioseguridad protegemos nuestra familia. El virus no es un juego.

Sabemos cómo hacerlo.
¡Cuidémonos! https://t.co/yTEUS48OL3"
4621,38,391,267323,ultimahsv,"#Nacionales | Siguiendo el Plan de Vacunación, el Ministro de @DefensaSV, @merino_monroy, recibe este lunes la vacuna anti-COVID-19 en el Hospital Militar, San Salvador. https://t.co/rjzI2wXsEk"
3266,79,300,267247,ScottWalker,Remember when @JoeBiden called Governor Cuomo - who issued an advisory that putting COVID-19 positive people in nursing homes - the Gold Standard? https://t.co/h1p73qCjZz
9100,1159,3980,267247,ScottWalker,This is a crisis. https://t.co/XLdLZIlBjL
7781,397,1521,267238,redsteeze,This is a fun one to remember. Watch this. https://t.co/idJXvgpSBD
3087,43,443,267238,redsteeze,Very cool. https://t.co/KaAsa2xXCW
412,369,766,267003,ldpsincomplejos,"Qué vergüenza lo de los separatistas catalanes, ¿verdad?

La Xunta de Galicia solo entrega la información a los vacunados en gallego. https://t.co/1UMax2Lzbs"
3043,391,708,266984,ldpsincomplejos,"Melilla►502
Ceuta►268
Navarra►265
Madrid►255
País Vasco►233
Cataluña►207 https://t.co/Rf3emR6EJu"
9255,58,187,266934,codyjohnson,"#COJONation! We’re making our way to Midland, TX on June 11th. Tickets for this show go on sale Friday! https://t.co/sGHRNfR3FR
(Limited tickets available for this show. This show will follow local CDC guidelines.) https://t.co/NVLFxwrPgq"
2760,53,218,266812,fitsumaregaa,"Pleased to share our Embassy staff, myself &amp; our families got our 1st does of COVID19 vaccination. It took seconds to vax each person. We’ll continue using masks, hand hygiene, avoiding crowds... Strongly encourage all to get vaxed &amp; practice Covid prevention measures. #Ethiopia https://t.co/ghNtavfAWJ"
599,54,269,266631,RajivMessage,"By your logic there should not be no-smoking spaces either. If secondary smoke risk is managed by imposing restrictions, why not covid as public health hazard? https://t.co/0KG8FqqDJX"
4259,104,274,266048,mschlapp,"Red vs Blue 

Blue: mandates masks, vaccines, mandates masks after vaccines, public schools closed. Zoom &amp; doom.  The Trump virus. 

Red: you do you, I’ll do me.  If worried take more precautions. If less worried don’t, Immunity, school &amp; biz open. Shopping. The China Virus. https://t.co/v2kRI9g5y5"
426,103,439,266048,mschlapp,Paging Dr Fauci https://t.co/5BHg8OSE28
5969,4,2,263753,JamaicaObserver,"The Court Administration Division says the closure of the St Thomas Parish Court has been extended for another week due to #COVID19.
https://t.co/CnkLL2pO6s"
9477,1,5,263713,DiariodeYucatan,⚡ 'Estoy muy agradecida': abuelita tras recibir vacuna contra Covid en Maní https://t.co/YBBSvEhjtJ #Yucatán https://t.co/UOoiueEmwE
3263,500,310,263469,ErikaOSanoja,"Hola, @jguaido. https://t.co/4KXxvNIg1o"
8495,664,1160,263433,gracielaocana,"#VacunatorioVip
60 dosis de Sputnik V partieron fuera de protocolo desde Ezeiza a El Calafate. Continuamos aportando datos a la justicia. Es nuestro compromiso para terminar con los privilegios en la campaña de vacunación contra el Covid-19. https://t.co/yDG9fitnkk"
2779,89,456,263433,MinhazMerchant,"Mumbai Covid cases decline from nearly 7,000 yesterday to 5,888 today. At 12 deaths, mortality rate is 0.2%, far lower than 2%+ mortality rate recorded in first wave in April-May 2020 #COVID19"
10122,21,81,263160,CPHO_Canada,"1/3 Canada’s Chief Medical Officers of Health (CMOHs) take vaccine safety very seriously and are taking a unified precautionary measure to the recent safety signal following immunization with the AstraZeneca vaccine.
Read more: https://t.co/uI4jFLujG4"
10289,13,54,263160,CPHO_Canada,"2/3 CMOHs support Canada’s National Advisory Committee on Immunization recommendation to pause use of the AstraZeneca vaccine for people aged &lt;55 years, pending a full risk assessment by Canada’s regulatory authority, Health Canada. https://t.co/5Y0RvSXBuN"
4354,567,1231,263127,ErnestoEkaizer,"#4M Donald Trump perdió las elecciones - en lo fundamental- por su gestión nefasta y temeraria del coronavirus. 
¿Puede quedarse con las ganas y ser castigada Díaz Ayuso dado que  este ritmo de contagios el 4 de mayo estaremos en plena Cuarta Ola? https://t.co/A3OZ48qDiF"
8689,1794,2807,262465,MOPHQatar,"آخر مستجدات فيروس كورونا في قطر
 
Latest update on Coronavirus in Qatar

#سلامتك_هي_سلامتي 
#YourSafetyIsMySafety https://t.co/zCopHc4GDX"
9889,22,39,262393,OfficialJimRohn,"A healthy brain needs a healthy home—that is, a healthy body to supply it with the nutrients it needs. Start doing these 9 things for your body to see amazing results for your mind. https://t.co/7kg54BeCy2"
6978,69,528,262118,g_quadri,"Vacunación contra el COVID en la UNAM. Bien organizada y eficiente, por parte de la CDMX, hay que reconocerlo. Al César lo que es del César. En México la vacunación siempre ha sido gratuita, universal y eficaz. La pagamos con  nuestros impuestos. No es ningún favor... https://t.co/jVTbnzwPRS"
6342,9,23,261834,MAP_Information,"#MapActu
الداخلة .. إصابة حوالي 40 شخصا بالسلالة المتحورة من فيروس كورونا المستجد
https://t.co/p2we8DxYFu

Environ 40 cas du variant britannique de la Covid-19 détectés à Dakhla 
https://t.co/z7fDRzKkrE https://t.co/7Lz702J4NG"
8577,115,423,261693,TheLeadCNN,Police chief of Michigan town dies after battle with COVID-19 @jaketapper reports https://t.co/J0BDQhrfMe https://t.co/ya0s2Yi0sO
8992,97,291,261693,TheLeadCNN,"CDC Dir: 'Right now I'm scared', feels 'impending doom' given recent spike in COVID-19 cases @AFieldCNN reports https://t.co/osylEmpMwW"
8236,10,10,261231,NOLAnews,"Starting today all adults in Louisiana are now eligible to receive the COVID vaccine. 

Here's a list of places offering the shot this week ⤵ https://t.co/MtzMLncZIE"
10114,214,7695,261011,PhilosophyTube,seeing American people my age post about getting the vaccine when we’re still in lockdown and my jab is probably months away https://t.co/T1mymOaVCa
4067,43,109,260218,WRADIOMexico,"ÚLTIMA HORA | México reporta 567  muertes y 4,922 contagios por coronavirus en las últimas 24 horas, acumulando 201,429 decesos y 2,224,767 casos confirmados

🔴#NoticiasWCovid19 https://t.co/sni9q7Sf2i
🏠#YoMeQuedoEnCasa https://t.co/dYHvNDgmt7 https://t.co/SBZaVgrGdi"
5352,4661,10841,259555,dlacalle,"- ¿Cuál es su plan para el covid?
- Encerrarte y arruinarte.
- ¿Y si tomamos todas las medidas de prevención sanitaria?
- Encerrarte y echarte la culpa de lo que pase.
- ¿Y si me vacuno?
- Encerrarte por si acaso.
- ¿Y si se acaba la pandemia?
- Encerrarte por si viene otra."
9897,333,2375,259496,WajahatAli,"I still wear my mask and social distance after my second shot because we're still in a pandemic. Not that hard. 
https://t.co/ABtDyMTcYz"
9572,461,3673,259382,taliriapetrone,"Bia Kicis incentiva que policiais da Bahia deixem de cumprir as ordens do lockdown e usa a morte do PM ontem, que provavelmente estava adoecido, de maneira política e para divulgar mentiras. Isso é inadmissível. É um atentado à vida e à democracia."
10147,173,1455,259382,taliriapetrone,"Terceira queda ministerial do dia. Dessa vez foi José Levi, advogado-geral da União, que entregou o cargo. Um dos supostos motivos foi a ação de Bolsonaro para que o STF barrasse lockdown nos estados. O Brasil está a deriva. O impeachment é urgente!"
785,377,792,258953,XochitlGalvez,Es importante aclarar que quienes la rechazaron fueron @MorenaSenadores y sus aliados. https://t.co/nCu5jw6a5h
7112,2,1,258398,wjz,COVID-19 In Maryland: Positivity Rate Nears 5% As Hospitalizations Jump To Over 1K https://t.co/yS5ZZexp0f https://t.co/fmjo0Cn077
1247,412,1525,258222,Shiffa_ZY,"Govt’s min Tariq B. Cheema getting vaccine at home along with tabbar. My father also plz bcs hes diabetic, under 60 n covid hits those really bad who r diabetic or hv sm underlying health conditions. If he or others frm public cnt get it at home thn y he got it? 1/2 @Asad_Umar https://t.co/7dkBtVrswC"
7019,2,6,257973,NC5,"TSA reports more Americans flew Sunday than any other day during the pandemic
https://t.co/nihTbhDwia"
1542,55,22,257629,MPPEDUCACION,"#EnFotos | Desde el CE Fermín Toro, se lleva a cabo la aplicación de la segunda dosis de la Vacuna contra el COVID-19 para el Sector Educación. @NicolasMaduro @psuvaristobulo #CuidateDeLaCovid19 https://t.co/z9K1BcH2eA"
1510,307,131,257629,MPPEDUCACION,"#AHORA | Min. de Educación @psuvaristobuIo, participa en el Encuentro Ministerial Virtual de Alto Nivel: ""A un año del COVID19: Priorizando la recuperación de la Educación para evitar una catástrofe generacional"". @NicolasMaduro #CuídateDeLaCovid19 https://t.co/erAOUHiFG9"
7333,91,242,257454,ZekeJMiller,"ALBANY, N.Y. (AP) — Gov. Cuomo says New Yorkers ages 30 and older can get COVID-19 vaccine starting Tuesday, 16 and older starting April 6."
340,23,86,257226,CAgovernor,"The state’s fourth-largest school district, Long Beach Unified, is welcoming back 14K students for in-person instruction.

With vaccination rates up &amp; #COVID19 rates down, we're closer to getting things back to normal for our kids &amp; all Californians.
https://t.co/kSzpZptXLd"
1610,5,17,256856,FOX5Vegas,"The Gaming Control Board also reminded resorts about the current mask mandate, where patrons must wear a face covering at all times unless actively eating or drinking, or inside a pool. 
https://t.co/BVSJF7ZzpJ"
2515,41,257,256421,GovernoPara,"A partir das 21h de hoje (29), as cidades da Região Metropolitana I - Belém, Ananindeua, Marituba, Benevides e Santa Bárbara, que estavam em lockdown, retornam ao bandeiramento vermelho. Algumas atividades seguem proibidas e outras podem voltar a funcionar com restrições. https://t.co/kVQzk2Sxwa"
2223,1041,4575,256209,DavidBegnaud,"Tourists, if you’re going to go to Puerto Rico you must wear a mask. @WapaTV reports this 18yo man from Colorado didn’t. Police repeatedly asked him to get out of the street. He appears to taunt them. They tased &amp; arrested him as the crowd clapped.
📷: Frances Rodríguez/ Facebook https://t.co/2o3rAXlNTh"
2497,8,4,256145,TransporteGobVe,"#AgarraDato | Si el #COVID19 se propaga en tu comunidad, evita salir de casa y, si es estrictamente necesario, mantén el distanciamiento físico y lleva mascarilla en todo momento. 
 #PrevenirEsVencer https://t.co/ecksbRO1Lp"
3107,758,1367,255799,ChuckCallesto,"BREAKING REPORT: White House Claims Biden’s administration is not creating COVID-19 vaccine passports, but rather.. officials are working with private companies to set guidelines for the systems, which people can use to show proof they’ve been vaccinated,"
3022,329,1121,255799,ChuckCallesto,"BREAKING REPORT:  Florida Gov. Ron DeSantis is Taking Executive Action Against COVID Passports...

LOVE MY GOVERNOR! 

https://t.co/IrwRl4TRgO"
5028,206,300,255219,Reuters_Health,"Canada to require new assessment of AstraZeneca vaccine benefits, risks based on age​ https://t.co/aGfWmLdbeh"
8071,2,0,253973,VozdeAmerica,México modifica estrategia de vacunación contra COVID-19 https://t.co/HOUO8YfwzX #México #Vacunas #Coronavirus
2662,15,33,253543,alcaldiabquilla,"#ElDato 📉| Reporte COVID-19 en Barranquilla con corte al 28 de marzo.

91,7% se han recuperado
5% están en casa
0,37% hospitalizados
0,25% en UCI
2,71% fallecieron

Más datos en https://t.co/07xodebNu9 y https://t.co/IPKobDWKZ4 https://t.co/SGUMwbmPGw"
3714,33,98,253537,alcaldiabquilla,"Si tú o un familiar de población priorizada recibe la vacuna contra COVID-19, ten en cuenta estas recomendaciones durante y después de la aplicación 💉. #BaqunaTuVida en el estadio Romelio Martínez, Escuela Normal Superior La Hacienda y en la red de PASO y CAMINO del Distrito. https://t.co/02jJQ3OR4R"
5311,2,1,253425,CronicaUno,"#Salud | En la farmacia Caribe de San Agustín, un señor observa atentamente el cartel pegado en la entrada que dice “combo covid”. Al preguntar el precio de estos combos, la respuesta inmediata es “7 dólares”. https://t.co/BlYhoMT8Ay | Vía @ivannalauraor #Nacionales"
9726,5,1,253425,CronicaUno,#Salud | Son cientos los familiares de pacientes con COVID-19 hospitalizados en centros asistenciales públicos que “hacen hasta lo imposible” por el bienestar de sus seres queridos. https://t.co/Hox2RMSYTi | Vía @omarela13 #Coronavirus
8957,45,112,251637,proargentina,"❗Si sos mayor de 75 años y vivís en CABA, ya podes inscribirte para recibir la vacuna:

👉🏻Tenés que ingresar en
https://t.co/qnO6oxUavT o escribir al WhatsApp de la Ciudad 11-5050-0147. https://t.co/dOKDGh0pED"
3320,316,1605,251311,JesseKellyDC,Amazing how quickly our cultural institutions lost credibility. Who’d have thought we’d get to a place when so many Americans instinctively roll their eyes and do the jerkoff hand motion when someone says “CDC” or “FBI”? https://t.co/dBSYoIcpbe
9501,991,3697,250112,fabricearfi,"Ce sketch tragique de la gestion d’une pandémie résumée matin, midi et soir à la volonté d’un seul est quand même le meilleur plaidoyer contre le présidentialisme français, non ? https://t.co/yjXYMJcgjQ"
8628,337,1134,249758,WHCOVIDResponse,"Help is here and hope is around the corner, but we must stick to the science &amp; follow public health guidance:

Continue wearing masks
Continue social distancing
Get vaccinated when you can

These steps saves lives. Not just your own -- but your family, friends, &amp; neighbors, too."
440,104,676,247579,johniadarola,"They won't, and thousands will die as a result. https://t.co/i45LH9C4Gh"
8170,553,4688,247579,johniadarola,So weird that this didn't work https://t.co/PQWgjy47L1
6291,7,9,247492,nbcsandiego,"Dozens of Migrants at San Diego Convention Center COVID-19 Positive, More Expected to Arrive Monday https://t.co/NfxZ6jL4HU"
9264,30,114,246642,SenMarkey,.@MassNurses at St. Vincent Hospital have been on the front line of this pandemic and now they are on strike because corporate giant Tenet Healthcare is ignoring their pleas for safe staffing. They need our solidarity now more than ever. https://t.co/egGXBvS9ns
10228,7,7,245876,CBCCanada,"B.C. implements sweeping restrictions on indoor dining, group fitness for 3-week 'circuit breaker' https://t.co/gyRPcjKp0J https://t.co/RH6zaCj3wS"
9485,2074,6432,245211,marklutchman,"“It’s just a lockdown, it’ll only be a few weeks.”

“It’s just a mask, just wear it.”

“It’s just a shot, just take it.” 

“It’s just a vaccination passport, just get it.”

We should’ve never let it get this far."
7362,112,551,244303,MRehnfeldt,Es la 💉 https://t.co/5PNR1toNL1
2035,22,330,243985,B52Malmet,@joncoopertweets Whoever has their MAGAt wedding a place “partially” closed because of #covid- that’s who. The couple probably paid extra for the “crash”.
1150,156,596,243985,B52Malmet,"If people don’t want to be told what to do, why can’t they figure out for themselves that by choosing not to follow public health guidelines in a pandemic they are prolonging it?"
3177,90,118,242471,CBCOttawa,"New data shows COVID-19 pandemic now 'completely out of control' in Ontario, key scientific adviser says https://t.co/uygaxcG6Wt #ottnews #ottawa https://t.co/ze9TFjxgLz"
5712,417,1460,241443,FaheemYounus,"How ONE Person Receiving the COVID Vaccine Protects Another

Pregnant mother —&gt; baby
Frontline worker —&gt; family
Healthcare worker —&gt; patients
Young person —&gt; Grandparents
Everyone —&gt; Community at large

Care for yourself? Care for others? Ok. Then get the vaccine"
3002,1295,4223,241442,FaheemYounus,"Wear an N95 or KN95 Mask. Reuse for days/weeks if needed. 

Ditch your fashionable cloth masks. Prioritize safety over style. Please https://t.co/7NNHUEIHqg"
4631,46,176,241226,StephenNolan,A decision from the PPS regarding allegations of breaches of CoVid regs during the funeral of Bobby Storey will be made public tomorrow - Tuesday 30 March .
7972,304,474,240988,Laurie_Garrett,"Michigan now has, by far, the fastest growing #COVID19 surge in the nation. Not coincidentally, it also has the highest % of new cases in the form of the B.1.1.7 variant virus -- same one that swamped the UK 3 months ago. Watch out, America: the surge is on. https://t.co/lJNVzpdDPl"
9360,182,1201,240988,Laurie_Garrett,Getting the job done has its rewards https://t.co/MqLnnEVLPh
8717,280,412,240988,Laurie_Garrett,"France, #COVID19 :
“When just one ICU bed is avail but 2 patients cld benefit from it, it consists of deciding which of them will be admitted (&amp; will perhaps survive) &amp; which will not be admitted (&amp; will quite probably die). This is where we are heading.”
https://t.co/MEwrB0rJf8"
457,90,247,240258,omar_quraishi,"France has over 4.1 million active COVID cases - and around 5,000 of these are in critical condition

Pakistan has 46,000 active Covid cases - &amp; over 3,000 of these are in critical condition

This statistic alone shows the vast level of underreporting of actual cases in Pakistan"
8478,30,186,240258,omar_quraishi,"The Pfizer/BioNTech and Moderna COVID-19 vaccines reduced the risk of infection by 80% two weeks or more after the first of two shots, according to data from a real-world US study released on Monday"
9490,70,157,240258,omar_quraishi,"Quite frankly I don’t see the O levels happening at all because the third wave of Covid cases is well underway and it isn’t clear that when the peak will happen that there’s no general lockdown or restrictions 

How can you have thousands of school students congregating? https://t.co/vypZvaRpAz"
5391,129,273,240258,omar_quraishi,Federal Minister for Housing and Works Tariq Bashir Cheema supervises the Covid-19 vaccination of his entire family - at his home https://t.co/hpZ681frMF
6852,220,1162,240023,AlexBerenson,"With more and more vaccine pressure coming from schools and corporate America, does anyone know what percentage of Americans who died of #Covid were employed at the time they died?

The figure for students in schools or universities is going to be well under 0.1%."
4678,123,499,240022,AlexBerenson,"I agree, take a look at the VAERS Covid vaccine data yourself https://t.co/julX3FrPU2 https://t.co/xEYr5jYQfB"
1703,238,1308,240022,AlexBerenson,This x10000 https://t.co/34gnuKNYde
8433,42,214,240022,AlexBerenson,"Both. Though mainly the first, and mainly in the elderly. Immunosenescence, it’s a thing. Though not a thing vaccine advocates talk about much.

https://t.co/eQGg4AH5KV https://t.co/XMF2EpTE2G"
2128,16,13,239716,RedState,"A Year Ago, I Broke Down The COVID-19 Numbers: I Was Right And Here are the Receipts 
 https://t.co/EN09R3OlWN"
2237,48,67,239716,RedState,"CDC Director Freaks Over COVID Spikes, but the Data Shows She's Spewing Nonsense 
 https://t.co/PNAZR8G0jR"
6361,158,1935,239631,TravisAllen02,"@POTUS COVID Vaccines in first two years in office:

Biden: 600,000,000+
Trump: 0"
5821,6,6,239289,Challenges,Le vaccin à une dose devrait permettre d'accélérer la vaccination. https://t.co/HEh7fHUsbd
5715,9,32,238778,malaymail,"Minister of Science, Technology and Innovation Khairy Jamaluddin said a total of 2 million people — senior citizens, high-risk groups, the chronically ill, and people with disabilities — have so far registered for vaccination under the second phase.

📸: Shafwan Zaidon
#covid19 https://t.co/CUZ4h15YU4"
5265,80,623,238705,VMTElSalvador,"Durante el periodo vacacional, nuestras #UnidadesVMT continúan llevando #AyudaALaPuertaDeTuCasa a todas las familias salvadoreñas.

Entregamos kits de medicamentos a pacientes con síntomas de #COVID19 que fueron atendidos a través del call center 132.

#NoBajesLaGuardia https://t.co/ElP6LTNKIT"
7736,1621,1180,238655,jesusmedinae,¿Cuántas vacunas contra el covid se podrían comprar con los 285.000 dólares que se pagaron por cada uno para traer estos Ferrari a Venezuela? https://t.co/uJJpmIAOSE
166,1571,2390,238655,jesusmedinae,Espero que Venezuela NO se convierta en los próximos meses en el epicentro mundial del covid. Todo está colapsado.
694,3391,8947,238311,motherboard,"Stanford scientists saved drops of the COVID-19 vaccine destined for the garbage can, reverse engineered them, and have posted the mRNA sequence that powers the vaccine on GitHub for all to see. https://t.co/HsKDJRs8F1"
6891,6,3,237595,Ambitocom,"🦠 #Coronavirus: el Gobierno confirmó la circulación comunitaria de la variante de Manaos

👉 Se trata de 3 personas sin nexo con viajeros
https://t.co/tuJPY1lzzU"
2216,6,10,237595,Ambitocom,"⚠️ [ALERTA] Fuerte suba de casos de coronavirus: se reportaron 14.014 nuevos contagios 

👉 https://t.co/wLQDCFnHvs"
9817,72,259,237320,JonLemire,"NEW: President Joe Biden is aiming for summer passage of his sweeping $4 trillion infrastructure plan, and the White House hopes to take a more deliberate and collaborative approach with the contentious Congress than it did on the COVID-19 rescue package https://t.co/u4SbaJqZit"
3411,2,10,236721,bigbangnw,"🔴Paro docente en la Ciudad tras la muerte de un maestro por Covid: 

“Hay más de 1200 contagios entre docentes y alumnos”  https://t.co/BXRptqBN5T"
7881,1,0,236628,CubaSinFrontera,Florida inicia vacunación a mayores de 40 mientras suben variantes de covid https://t.co/TRXhwP2utJ
3797,41,357,234674,WTofficial,"We've been in a pandemic for over a year now. Many of us have seen the lowest of lows, but we also hope that there have been some highs for you the past year! What were your highlights during this crazy ride? Personally, we can name a few... #musicunites @musicmonday https://t.co/tR2LrUML3h"
8180,230,1796,233211,merino_monroy,"Junto al Alto Mando de la @FUERZARMADASV recibí la primer dosis contra el #COVID19 de la vacuna AstraZeneca. Sin descuidar las tareas de apoyo al Gobierno, pronto finalizaremos la vacunación de todo nuestro personal.
Cero reacción hasta el momento.
Dios bendiga a El Salvador. https://t.co/WdbQdvKriR"
8888,144,920,232368,ConnieSchultz,"The nation has ""so much reason for hope. But right now I’m scared...just hold on a little longer...get vaccinated when you can, so that all of those people that we all love will still be here when this pandemic ends."" - CDC Director Dr. Rochelle Walensky. https://t.co/DlyxiKNnbT"
9213,1155,3985,232198,srivatsayb,"Modi keeps saying ""India First""

Then why are we exporting more vaccines than we are vaccinating Indians?

Is it to ensure huge profits to private companies?

The second wave of COVID is worse than the first wave, but instead of focusing on vaccinations, Modi is doing his own PR!"
2268,442,910,230054,BNODesk,"NEW: Canada will suspend the use of AstraZeneca's COVID-19 vaccine on those under 55 because of safety concerns, sources say - CBC"
1474,184,724,230054,BNODesk,NEW: Everyone in New York age 16 and older will become eligible for a COVID-19 vaccine on April 6
2272,2637,7765,230054,BNODesk,"NEW: CDC study finds Pfizer/Moderna vaccines are not only effective against symptoms, but also 90% effective against coronavirus infection https://t.co/IY8m9lcrCx"
8109,87,356,230053,BNODesk,NEW: Everyone in Colorado age 16 and older will become eligible for a COVID-19 vaccine on Friday
3888,161,577,230053,BNODesk,"Israel COVID update: Positivity rate falls to 1.2%

- New cases: 201
- Positivity rate: 1.2% (-0.2)
- In hospital: 659 (-10)
- In ICU: 230 (-11)
- New deaths: 12

Population vaccinated:
- 1st dose: 56.22% (+0.08)
- 2nd dose: 50.97% (+0.30)"
4561,375,661,230053,BNODesk,Full statement: Canada suspends the use of AstraZeneca's COVID-19 vaccine in those under 55 https://t.co/dxsRNurwyp
9621,67,239,230053,BNODesk,"COVID-19 vaccinations in the U.S.:

(Partially) vaccinated:
▓▓▓▓░░░░░░░░░░░
28.77% (+0.41)

Fully vaccinated: 
▓▓░░░░░░░░░░░░░
15.93% (+0.30)"
9781,405,1097,230052,BNODesk,BREAKING: Australian city of Brisbane and nearby areas put on lockdown after 4 new coronavirus cases
9833,135,389,230052,BNODesk,"NEW: India reports 68,206 new coronavirus cases, the biggest one-day increase since October"
1330,333,1572,229998,secomvc,"COMBATE À COVID-19: @minsaude destina mais R$ 44 milhões para abertura de 1.031 novos leitos de UTI em 14 estados.

Serão 991 leitos adultos e 40 pediátricos.

Fonte: Diário Oficial da União"
2249,196,838,228643,kookbeingextra,"their reactions when they saw armys on the screen ??? 🥺 thinking about how the first concert after this pandemic rlly gonna hit different

 https://t.co/fDP3GoVdYX"
3971,60,77,228390,USAFacts,"While the wealth of the middle 20% of income earners in the US has grown 68% since 1990, middle class households have gone from owning 12% of wealth in 1990 to 7% in 2020. See the data. https://t.co/Hgx3DJYUGJ"
3373,3,6,228278,kienyke,"#Regiones | Estas son las solicitudes que hacen los médicos de Barranquilla a la Alcaldía para enfrentar el tercer pico de la pandemia de Covid-19. 
@alcaldiabquilla https://t.co/2rVUkFSeMc"
5053,10,129,228197,TitusOReily,"Excellent article. After what the community put up with in lockdown, to then whack them when they need to get back on their feet is just cruel. Would like to hear the AFL’s thoughts. https://t.co/Jc1lQPuwN9"
